[14:21:46.349] |I| [SDL_main]:  Vita3K v0.1 160-fa480ed
[14:21:46.729] |I| [load_vpk]:  Path: C:\Users\Hisham\Downloads\Compressed\Vita3K--2018-04-21-fa480edd_win64(master)\sdlpal(1.2).vpk
[14:21:46.730] |I| [load_vpk]:  Title: sdlpal
[14:21:46.730] |I| [load_vpk]:  Serial: SDLPAL001
[14:21:46.730] |I| [load_vpk]:  Category: gd
[14:21:46.771] |W| [relocate]:  Unhandled relocation code 102.
[14:21:46.771] |I| [load_self]:  *** Loading symbols for (S)ELF: app0:eboot.bin
[14:21:46.771] |D| [load_var_exports]:  	NID 0x6c2224ba (NID_MODULE_INFO) at 0x293ef0
[14:21:46.771] |D| [load_var_exports]:  	NID 0x70fba1e7 (SCE_PROC_PARAMS) at 0x293f4c
[14:21:46.779] |W| [unimplemented]:  >>> sceKernelCreateLwMutex <<< Unimplemented import called.
[14:21:46.959] |W| [unimplemented]:  >>> sceKernelUnlockLwMutex <<< Unimplemented import called.
[14:21:46.968] |W| [unimplemented]:  >>> sceKernelLockLwMutex <<< Unimplemented import called.
[14:21:46.973] |W| [unimplemented]:  >>> sceIoGetstatByFd <<< Unimplemented import called.
[14:21:47.013] |W| [unimplemented]:  >>> sceKernelCreateCallback <<< Unimplemented import called.
[14:21:47.014] |W| [unimplemented]:  >>> scePowerRegisterCallback <<< Unimplemented import called.
[14:21:47.014] |W| [unimplemented]:  >>> sceKernelDelayThreadCB <<< Unimplemented import called.
[14:21:47.019] |W| [unimplemented]:  >>> sceTouchSetSamplingState <<< Unimplemented import called.
[14:21:47.019] |W| [unimplemented]:  >>> sceTouchEnableTouchForce <<< Unimplemented import called.
[14:21:47.020] |W| [unimplemented]:  >>> sceHidKeyboardEnumerate <<< Unimplemented import called.
[14:21:47.020] |W| [unimplemented]:  >>> sceHidMouseEnumerate <<< Unimplemented import called.
[14:21:47.024] |W| [unimplemented]:  >>> sceCtrlSetSamplingMode <<< Unimplemented import called.
[14:21:47.025] |W| [unimplemented]:  >>> sceCtrlGetControllerPortInfo <<< Unimplemented import called.
[14:21:47.154] |I| [export_sceClibPrintf]:  sceGxmInitialize(): 0x%08X

[14:21:47.178] |I| [export_sceGxmCreateContext]:  GL_VERSION = 4.6.0 NVIDIA 390.77
[14:21:47.178] |I| [export_sceGxmCreateContext]:  GL_SHADING_LANGUAGE_VERSION = 4.60 NVIDIA
[14:21:47.178] |I| [export_sceClibPrintf]:  sceGxmCreateContext(): 0x%08X

[14:21:47.179] |I| [export_sceClibPrintf]:  sceGxmCreateRenderTarget(): 0x%08X

[14:21:47.203] |I| [export_sceClibPrintf]:  sceGxmShaderPatcherCreate(): 0x%08X

[14:21:47.204] |I| [export_sceClibPrintf]:  clear_v sceGxmProgramCheck(): 0x%08X

[14:21:47.205] |I| [export_sceClibPrintf]:  clear_f sceGxmProgramCheck(): 0x%08X

[14:21:47.205] |I| [export_sceClibPrintf]:  color_v sceGxmProgramCheck(): 0x%08X

[14:21:47.206] |I| [export_sceClibPrintf]:  color_f sceGxmProgramCheck(): 0x%08X

[14:21:47.206] |I| [export_sceClibPrintf]:  texture_v sceGxmProgramCheck(): 0x%08X

[14:21:47.207] |I| [export_sceClibPrintf]:  texture_f sceGxmProgramCheck(): 0x%08X

[14:21:47.208] |I| [export_sceClibPrintf]:  texture_tint_f sceGxmProgramCheck(): 0x%08X

[14:21:47.208] |I| [export_sceClibPrintf]:  clear_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.209] |I| [export_sceClibPrintf]:  clear_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.209] |I| [export_sceClibPrintf]:  color_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.210] |I| [export_sceClibPrintf]:  color_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.210] |I| [export_sceClibPrintf]:  texture_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.211] |I| [export_sceClibPrintf]:  texture_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.211] |I| [export_sceClibPrintf]:  texture_tint_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.212] |I| [export_sceClibPrintf]:  clear sceGxmShaderPatcherCreateVertexProgram(): 0x%08X

[14:21:47.215] |I| [export_sceClibPrintf]:  clear sceGxmShaderPatcherCreateFragmentProgram(): 0x%08X

[14:21:47.215] |I| [export_sceClibPrintf]:  aPosition sceGxmProgramFindParameterByName(): %p

[14:21:47.216] |I| [export_sceClibPrintf]:  aColor sceGxmProgramFindParameterByName(): %p

[14:21:47.217] |I| [export_sceClibPrintf]:  color sceGxmShaderPatcherCreateVertexProgram(): 0x%08X

[14:21:47.217] |I| [export_sceClibPrintf]:  color sceGxmShaderPatcherCreateFragmentProgram(): 0x%08X

[14:21:47.218] |I| [export_sceClibPrintf]:  aPosition sceGxmProgramFindParameterByName(): %p

[14:21:47.219] |I| [export_sceClibPrintf]:  aTexcoord sceGxmProgramFindParameterByName(): %p

[14:21:47.219] |E| [get_vertex_glsl]:  Missing vertex shader 33438e5f6fc58e843d1192a60c01625653173aae559a26f169d40d1185dc6c4b
[14:21:47.220] |D| [generate_vertex_glsl]:  Generating vertex shader
[14:21:47.220] |D| [output_glsl_parameters]:  Vertex attribute: name:aPosition category:0 type:0 component_count:4 container_index:0
[14:21:47.221] |D| [output_glsl_parameters]:  Vertex attribute: name:aTexcoord category:0 type:0 component_count:4 container_index:0
[14:21:47.221] |D| [output_glsl_parameters]:  Vertex attribute: name:wvp category:1 type:0 component_count:4 container_index:e
[14:21:47.221] |D| [dump_missing_shader]:  Dumping GXM and GLSL shaders: 33438e5f6fc58e843d1192a60c01625653173aae559a26f169d40d1185dc6c4b
[14:21:47.223] |I| [export_sceClibPrintf]:  texture sceGxmShaderPatcherCreateVertexProgram(): 0x%08X

[14:21:47.225] |I| [export_sceClibPrintf]:  texture sceGxmShaderPatcherCreateFragmentProgram(): 0x%08X

[14:21:47.226] |I| [export_sceClibPrintf]:  texture_tint sceGxmShaderPatcherCreateFragmentProgram(): 0x%08X

[14:21:47.227] |I| [export_sceClibPrintf]:  _vita2d_clearClearColorParam sceGxmProgramFindParameterByName(): %p

[14:21:47.227] |I| [export_sceClibPrintf]:  color wvp sceGxmProgramFindParameterByName(): %p

[14:21:47.228] |I| [export_sceClibPrintf]:  texture wvp sceGxmProgramFindParameterByName(): %p

[14:21:47.228] |I| [export_sceClibPrintf]:  texture wvp sceGxmProgramFindParameterByName(): %p

[14:21:47.232] |I| [export_sceClibPrintf]:  texture_v sceGxmProgramCheck(): 0x%08X

[14:21:47.232] |I| [export_sceClibPrintf]:  texture_f sceGxmProgramCheck(): 0x%08X

[14:21:47.233] |I| [export_sceClibPrintf]:  texture_v sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.233] |I| [export_sceClibPrintf]:  texture_f sceGxmShaderPatcherRegisterProgram(): 0x%08X

[14:21:47.235] |I| [export_sceClibPrintf]:  aPosition sceGxmProgramFindParameterByName(): %p

[14:21:47.235] |I| [export_sceClibPrintf]:  aTexcoord sceGxmProgramFindParameterByName(): %p

[14:21:47.236] |E| [get_vertex_glsl]:  Missing vertex shader ebba8a804b58e74e8c03c498b8e6bbe2cfc75de4d10da5245b221b69f7c5126d
[14:21:47.236] |D| [generate_vertex_glsl]:  Generating vertex shader
[14:21:47.237] |D| [output_glsl_parameters]:  Vertex attribute: name:aPosition category:0 type:0 component_count:4 container_index:0
[14:21:47.237] |D| [output_glsl_parameters]:  Vertex attribute: name:aTexcoord category:0 type:0 component_count:4 container_index:0
