[05:36:01.874] |I| [SDL_main]:  Vita3K v0.1 666-68330f2
[05:36:02.312] |I| [init]:  Swap interval = -1
[05:36:09.163] |I| [load_app_impl]:  Title: StarKiller2D
[05:36:09.164] |I| [load_app_impl]:  Serial: STARKILL0
[05:36:09.164] |I| [load_app_impl]:  Category: gd
[05:36:09.164] |D| [load_app_impl]:  Pre-load module at "sce_module/libc.suprx" not present
[05:36:09.164] |D| [load_app_impl]:  Pre-load module at "sce_module/libfios2.suprx" not present
[05:36:09.164] |D| [load_app_impl]:  Pre-load module at "sce_module/libult.suprx" not present
[05:36:09.211] |I| [load_self]:  Loading symbols for SELF: app0:eboot.bin
[05:36:09.212] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x4534C
[05:36:09.213] |D| [load_var_exports]:  	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x453A8
[05:36:09.213] |I| [load_app_impl]:  Main executable StarKiller2D.elf (eboot.bin) loaded
[05:36:09.232] |I| [export_sceIoOpen]:  Opening file: tty0:
[05:36:09.232] |T| [open_file]:  sceIoOpen: Opening file tty0: (tty0:)
[05:36:09.232] |I| [export_sceIoOpen]:  Opening file: tty0:
[05:36:09.233] |T| [open_file]:  sceIoOpen: Opening file tty0: (tty0:)
[05:36:09.233] |I| [export_sceIoOpen]:  Opening file: tty0:
[05:36:09.233] |T| [open_file]:  sceIoOpen: Opening file tty0: (tty0:)
[05:36:09.264] |I| [renderer::create]:  GL_VERSION = 4.1.0 NVIDIA 398.11
[05:36:09.264] |I| [renderer::create]:  GL_SHADING_LANGUAGE_VERSION = 4.10 NVIDIA via Cg compiler
[05:36:09.278] |I| [load_module]:  Loading module ID: 0xE
[05:36:09.279] |I| [load_self]:  Loading symbols for SELF: sys/external/libpgf.suprx
[05:36:09.279] |D| [load_var_exports]:  	NID 0x936C8A78 (SYSLYB) at 0x2E91A64
[05:36:09.279] |D| [load_var_exports]:  	NID 0x6C2224BA (NID_MODULE_INFO) at 0x2E91810
[05:36:09.279] |W| [load_var_imports]:  	NID NOT FOUND 0x93B8AA67 (__stack_chk_guard) at 0x2E91C50, setting to stub value 0xDEADBEEF
[05:36:09.279] |I| [load_module]:  Module SceLibPgf (at "sys/external/libpgf.suprx") loaded
[05:36:09.282] |I| [export_sceIoOpen]:  Opening file: sa0:data/font/pgf/jpn0.pgf
[05:36:09.282] |T| [open_file]:  sceIoOpen: Opening file sa0:data/font/pgf/jpn0.pgf (sa0:data/font/pgf/jpn0.pgf)
[05:36:09.282] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x0, whence: SCE_SEEK_SET
[05:36:09.283] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 12
[05:36:09.283] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 380
[05:36:09.286] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x188, whence: SCE_SEEK_SET
[05:36:09.286] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x188, whence: SCE_SEEK_SET
[05:36:09.287] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[05:36:09.288] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[05:36:09.288] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 2040
[05:36:09.288] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 848
[05:36:09.289] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x1CC0, whence: SCE_SEEK_SET
[05:36:09.289] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 1020
[05:36:09.290] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 114632
[05:36:09.290] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 23224
[05:36:09.293] |W| [unimplemented_impl]:  Unimplemented sceAppUtilInit import called.
[05:36:09.293] |T| [open_dir]:  sceIoDopen: Opening dir ux0:data/STARKILL0/levels (ux0:data/STARKILL0/levels)
[05:36:09.301] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24D7C, whence: SCE_SEEK_SET
[05:36:09.302] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.303] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 111
[05:36:09.306] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24D7C, whence: SCE_SEEK_SET
[05:36:09.306] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.307] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 111
[05:36:09.310] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26BE8, whence: SCE_SEEK_SET
[05:36:09.311] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.312] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 47
[05:36:09.315] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26BE8, whence: SCE_SEEK_SET
[05:36:09.315] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.317] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 47
[05:36:09.320] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x263E4, whence: SCE_SEEK_SET
[05:36:09.320] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.322] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 71
[05:36:09.325] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x263E4, whence: SCE_SEEK_SET
[05:36:09.325] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.326] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 71
[05:36:09.329] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26128, whence: SCE_SEEK_SET
[05:36:09.329] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.331] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 76
[05:36:09.334] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26128, whence: SCE_SEEK_SET
[05:36:09.334] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.335] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 76
[05:36:09.338] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26D14, whence: SCE_SEEK_SET
[05:36:09.338] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.340] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 70
[05:36:09.343] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26D14, whence: SCE_SEEK_SET
[05:36:09.343] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.344] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 70
[05:36:09.347] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26690, whence: SCE_SEEK_SET
[05:36:09.347] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.349] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 35
[05:36:09.352] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26690, whence: SCE_SEEK_SET
[05:36:09.352] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.353] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 35
[05:36:09.356] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26938, whence: SCE_SEEK_SET
[05:36:09.356] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.358] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 60
[05:36:09.360] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26938, whence: SCE_SEEK_SET
[05:36:09.361] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.362] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 60
[05:36:09.365] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x2651C, whence: SCE_SEEK_SET
[05:36:09.365] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.367] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 107
[05:36:09.370] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x2651C, whence: SCE_SEEK_SET
[05:36:09.370] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.371] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 107
[05:36:09.374] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x23B3C, whence: SCE_SEEK_SET
[05:36:09.374] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.375] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 4
[05:36:09.378] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x23B3C, whence: SCE_SEEK_SET
[05:36:09.378] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.379] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 4
[05:36:09.380] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x2648C, whence: SCE_SEEK_SET
[05:36:09.381] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.382] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 59
[05:36:09.385] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x2648C, whence: SCE_SEEK_SET
[05:36:09.385] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.386] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 59
[05:36:09.389] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x269D0, whence: SCE_SEEK_SET
[05:36:09.389] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.391] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 67
[05:36:09.393] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x269D0, whence: SCE_SEEK_SET
[05:36:09.393] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.395] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 67
[05:36:09.397] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26820, whence: SCE_SEEK_SET
[05:36:09.397] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.399] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 29
[05:36:09.401] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26820, whence: SCE_SEEK_SET
[05:36:09.401] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.403] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 29
[05:36:09.405] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26330, whence: SCE_SEEK_SET
[05:36:09.405] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.407] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[05:36:09.409] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26330, whence: SCE_SEEK_SET
[05:36:09.409] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.411] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 79
[05:36:09.413] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24148, whence: SCE_SEEK_SET
[05:36:09.414] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.415] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 30
[05:36:09.417] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x24148, whence: SCE_SEEK_SET
[05:36:09.418] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.419] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 30
[05:36:09.448] |W| [stubbed_impl]:  Stubbed sceKernelDelayThread import called. (bad accuracy)
[05:36:09.949] |T| [create_dir]:  sceIoMkdir: Removing dir ux0:data/STARKILL0 (ux0:data/STARKILL0)
[05:36:09.950] |T| [create_dir]:  sceIoMkdir: Removing dir ux0:data/STARKILL0/levels (ux0:data/STARKILL0/levels)
[05:36:09.953] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26A78, whence: SCE_SEEK_SET
[05:36:09.953] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.957] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 81
[05:36:09.963] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26A78, whence: SCE_SEEK_SET
[05:36:09.964] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.967] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 81
[05:36:09.970] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x27050, whence: SCE_SEEK_SET
[05:36:09.970] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.972] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 83
[05:36:09.974] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x27050, whence: SCE_SEEK_SET
[05:36:09.974] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.976] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 83
[05:36:09.979] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26E40, whence: SCE_SEEK_SET
[05:36:09.979] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.981] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 72
[05:36:09.983] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26E40, whence: SCE_SEEK_SET
[05:36:09.983] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 8
[05:36:09.985] |T| [read_file]:  sceIoRead: Reading file: fd: 0x3, size: 72
[05:36:09.988] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0x3 at offset: 0x26C68, whence: SCE_SEEK_SET
