[03:13:53.251] |I| [config::init_config]: backend-renderer: OpenGL
[03:13:53.252] |I| [config::init_config]: hardware-flip: true
[03:13:53.252] |I| [config::init_config]: log-level: 0
[03:13:53.253] |I| [config::init_config]: log-imports: false
[03:13:53.253] |I| [config::init_config]: log-exports: false
[03:13:53.253] |I| [config::init_config]: log-active-shaders: false
[03:13:53.253] |I| [config::init_config]: log-uniforms: false
[03:13:53.255] |I| [SDL_main]: Vita3K v0.1 1293-164267bb
[03:13:53.771] |I| [renderer::gl::create]: Swap interval = -1
[03:13:53.773] |I| [renderer::gl::create]: GPU = GeForce GTX 1050 Ti/PCIe/SSE2
[03:13:53.774] |I| [renderer::gl::create]: GL_VERSION = 4.5.0 NVIDIA 436.48
[03:13:53.774] |I| [renderer::gl::create]: GL_SHADING_LANGUAGE_VERSION = 4.50 NVIDIA
[03:13:53.775] |I| [renderer::gl::create]: Your GPU supports shader interlock, some games that use programmable blending will have better performance.
[03:13:53.876] |I| [gui::init_icons]: Default icon found for title ACTI00000, Vita Activator.
[03:13:53.885] |I| [gui::init_icons]: Default icon found for title BIRD00000, flappybird.
[03:13:53.888] |I| [gui::init_icons]: Default icon found for title BUBBLE000, bubbleride.
[03:13:53.889] |I| [gui::init_icons]: Default icon found for title bubbles, bubbles.
[03:13:53.900] |I| [gui::init_icons]: Default icon found for title dumper_e, イースVIII -Lacrimosa of DANA-.
[03:13:53.908] |I| [gui::init_icons]: Default icon found for title git, git.
[03:13:53.917] |I| [gui::init_icons]: Default icon found for title mai_moe, mai_moe.
[03:13:53.917] |I| [gui::init_icons]: Default icon found for title mai_vv, mai_vv.
[03:13:54.002] |I| [gui::init_icons]: Default icon found for title PSPEMUXXX, PSPEMUXXX.
[03:13:54.007] |I| [gui::init_icons]: Default icon found for title resources, resources.
[03:13:54.012] |I| [gui::init_icons]: Default icon found for title sce_module, sce_module.
[03:13:54.012] |I| [gui::init_icons]: Default icon found for title sce_sys, sce_sys.
[03:13:54.014] |I| [gui::init_icons]: Default icon found for title SHDW00001, advremap.
[03:13:54.016] |I| [gui::init_icons]: Default icon found for title SKOG00001, Snes9xVITA.
[03:13:54.023] |I| [gui::init_icons]: Default icon found for title system, system.
[03:13:54.028] |I| [gui::init_icons]: Default icon found for title VDEC00001, French American Games Decrypter.
