[20:26:04.546] |C| [SDL_main]: PLEASE. DO NOT RUN VITA3K AS ADMIN OR WITH ADMIN PRIVILEGES.
[20:26:04.556] |I| [config::init_config]: backend-renderer: Vulkan
[20:26:04.556] |I| [config::init_config]: log-level: 0
[20:26:04.598] |I| [SDL_main]: Vita3K v0.1.8 3209-22ea4f03
[20:26:04.598] |I| [SDL_main]: Number of logical CPU cores: 4
[20:26:04.598] |I| [SDL_main]: Available ram memory: 16312 MiB
[20:26:05.008] |I| [renderer::vulkan::VKState::create]: Vulkan device: AMD Radeon HD 8500M
[20:26:05.009] |I| [renderer::vulkan::VKState::create]: Driver version: 2.0.116
[20:26:05.040] |I| [renderer::vulkan::ScreenRenderer::setup]: Present mode: Fifo
[20:26:06.548] |W| [compat::load_compat_app_db]: App with Title ID PCSA00158 has an issue but no status label. Please check GitHub issue 1659 and request a status label be added.
[20:26:06.548] |W| [compat::load_compat_app_db]: App with Title ID PCSA00133 has an issue but no status label. Please check GitHub issue 1649 and request a status label be added.
[20:26:06.947] |I| [compat::update_compat_app_db]: Applications compatibility database is up to date.
[20:26:12.224] |I| [load_app_impl]: cpu-backend: Dynarmic
[20:26:12.225] |I| [load_app_impl]: CPU Optimisation state: true
[20:26:12.225] |I| [load_app_impl]: ngs state: true
[20:26:12.225] |I| [load_app_impl]: Resolution multiplier: 1
[20:26:12.226] |I| [load_app_impl]: modules mode: Automatic
[20:26:12.226] |I| [load_app_impl]: Title: 鏡界の白雪
[20:26:12.227] |I| [load_app_impl]: Serial: PCSG00787
[20:26:12.228] |I| [load_app_impl]: Version: 1.00
[20:26:12.229] |I| [load_app_impl]: Category: gd
[20:26:12.251] |I| [load_self]: app0:sce_module/libc.suprx: Skipping special segment 0x6fffff01...
[20:26:12.253] |I| [load_self]: Loaded module segment 0 @ [0x00005000 - 0x000568A4 / 0x81000000] (size: 0x000518A4) of module app0:sce_module/libc.suprx
[20:26:12.255] |I| [load_self]: Loaded module segment 1 @ [0x00057000 - 0x000598A0 / 0x81052000] (size: 0x000028A0) of module app0:sce_module/libc.suprx
[20:26:12.256] |I| [load_self]: Linking SELF app0:sce_module/libc.suprx...
[20:26:12.257] |D| [load_var_exports]: 	NID 0x936c8a78 (SYSLYB) at 0x4c314
[20:26:12.258] |D| [load_var_exports]: 	NID 0x6c2224ba (NID_MODULE_INFO) at 0x414dc
